Student ID,Student Name,Gender,Term,Class,Subject,CA Score,CA Total Score,Classes Held,Classes Attended,Behavioral Rating,Final Outcome
STU_0002,Student 0002,Male,2024_T1,SS2,Literature,40.0,40,32,23,Average,Pass
STU_0002,Student 0002,Male,2024_T1,SS2,Mathematics,38.7,40,33,24,Average,Pass
STU_0002,Student 0002,Male,2024_T1,SS2,English Language,40.0,40,29,21,Average,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,Mathematics,37.1,40,29,21,Excellent,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,Further Mathematics,35.8,40,26,18,Excellent,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,Biology,39.7,40,26,18,Excellent,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,Geography,37.9,40,33,24,Excellent,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,Computer Science,38.8,40,27,19,Excellent,Pass
STU_0002,Student 0002,Male,2024_T2,SS2,English Language,38.8,40,29,21,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Biology,36.0,40,35,21,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Further Mathematics,30.8,40,31,18,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Literature,36.2,40,29,17,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Physics,36.2,40,25,15,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Mathematics,35.6,40,25,15,Excellent,Pass
STU_0002,Student 0002,Male,2025_T1,SS2,Geography,39.0,40,30,18,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Literature,37.4,40,26,17,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Further Mathematics,40.0,40,27,18,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Economics,37.9,40,33,22,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Biology,39.2,40,25,16,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Mathematics,37.6,40,30,20,Excellent,Pass
STU_0002,Student 0002,Male,2025_T2,SS2,Geography,38.2,40,34,22,Excellent,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Geography,35.3,40,33,23,Good,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Chemistry,34.7,40,31,22,Good,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Further Mathematics,31.9,40,34,24,Good,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Computer Science,34.0,40,27,19,Good,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Mathematics,34.4,40,28,19,Good,Pass
STU_0003,Student 0003,Female,2024_T1,SS2,Physics,38.5,40,27,19,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,Mathematics,35.7,40,29,20,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,Physics,31.3,40,27,19,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,Geography,35.3,40,26,18,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,Economics,34.8,40,31,22,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,Chemistry,35.1,40,25,17,Good,Pass
STU_0003,Student 0003,Female,2024_T2,SS2,English Language,37.4,40,32,22,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,Biology,32.2,40,31,22,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,Chemistry,33.4,40,30,21,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,Further Mathematics,31.8,40,29,20,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,Mathematics,28.7,40,26,18,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,Geography,30.8,40,29,20,Good,Pass
STU_0003,Student 0003,Female,2025_T1,SS2,English Language,27.5,40,30,21,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,Further Mathematics,31.0,40,34,21,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,Geography,31.3,40,29,18,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,Mathematics,31.6,40,25,16,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,Literature,34.8,40,26,16,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,Physics,33.6,40,34,21,Good,Pass
STU_0003,Student 0003,Female,2025_T2,SS2,English Language,29.9,40,31,20,Good,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,Mathematics,34.1,40,30,25,Excellent,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,Economics,31.1,40,31,26,Excellent,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,Computer Science,34.6,40,26,21,Excellent,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,Biology,34.1,40,35,29,Excellent,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,Further Mathematics,32.2,40,30,25,Excellent,Pass
STU_0004,Student 0004,Male,2024_T1,JSS1,English Language,34.1,40,34,28,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Biology,38.5,40,31,25,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Further Mathematics,32.4,40,29,24,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Computer Science,32.8,40,33,27,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Geography,37.1,40,27,22,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Chemistry,36.7,40,28,23,Excellent,Pass
STU_0004,Student 0004,Male,2024_T2,JSS1,Physics,36.4,40,31,25,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Physics,36.4,40,29,22,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Biology,35.1,40,28,21,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Economics,36.7,40,31,23,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Further Mathematics,37.4,40,34,25,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Mathematics,36.9,40,34,25,Excellent,Pass
STU_0004,Student 0004,Male,2025_T1,JSS1,Computer Science,36.3,40,35,26,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Further Mathematics,36.0,40,33,25,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Literature,32.7,40,35,27,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Physics,34.4,40,35,27,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Geography,35.7,40,34,26,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Mathematics,33.1,40,30,23,Excellent,Pass
STU_0004,Student 0004,Male,2025_T2,JSS1,Computer Science,33.9,40,26,20,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,Computer Science,37.8,40,28,22,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,English Language,37.7,40,31,24,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,Literature,35.6,40,32,25,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,Chemistry,37.5,40,31,24,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,Geography,38.1,40,28,22,Excellent,Pass
STU_0005,Student 0005,Male,2024_T1,SS2,Biology,39.5,40,27,21,Excellent,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,English Language,33.7,40,32,24,Average,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,Economics,37.5,40,25,19,Average,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,Chemistry,37.5,40,33,25,Average,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,Computer Science,37.6,40,28,21,Average,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,Geography,38.4,40,26,20,Average,Pass
STU_0005,Student 0005,Male,2024_T2,SS2,Biology,35.8,40,32,24,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Further Mathematics,31.8,40,31,26,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Geography,32.3,40,33,27,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Literature,37.9,40,32,27,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Biology,34.7,40,27,22,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Computer Science,32.4,40,32,27,Average,Pass
STU_0005,Student 0005,Male,2025_T1,SS2,Economics,33.4,40,32,27,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Further Mathematics,32.6,40,29,23,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Literature,32.6,40,28,22,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Chemistry,34.2,40,29,23,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Physics,38.4,40,30,24,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Computer Science,30.0,40,30,24,Average,Pass
STU_0005,Student 0005,Male,2025_T2,SS2,Mathematics,32.7,40,33,26,Average,Pass
STU_0006,Student 0006,Male,2024_T1,JSS3,Further Mathematics,19.8,40,31,13,Poor,Fail
STU_0006,Student 0006,Male,2024_T1,JSS3,Literature,22.4,40,34,15,Poor,Fail
STU_0006,Student 0006,Male,2024_T1,JSS3,Economics,18.9,40,25,11,Poor,Fail
STU_0006,Student 0006,Male,2024_T1,JSS3,Mathematics,20.4,40,34,15,Poor,Fail
STU_0006,Student 0006,Male,2024_T1,JSS3,English Language,24.9,40,31,13,Poor,Fail
STU_0006,Student 0006,Male,2024_T1,JSS3,Chemistry,18.8,40,32,14,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,Economics,21.4,40,31,15,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,Further Mathematics,14.1,40,32,15,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,Chemistry,19.7,40,25,12,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,Literature,18.0,40,31,15,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,English Language,15.3,40,30,14,Poor,Fail
STU_0006,Student 0006,Male,2024_T2,JSS3,Physics,10.7,40,35,17,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Literature,20.7,40,35,17,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Physics,24.5,40,25,12,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Mathematics,20.3,40,26,12,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Chemistry,24.1,40,35,17,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Biology,23.5,40,31,15,Poor,Fail
STU_0006,Student 0006,Male,2025_T1,JSS3,Geography,19.2,40,27,13,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Geography,22.7,40,29,13,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Chemistry,22.5,40,31,14,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Literature,22.5,40,29,13,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Physics,25.5,40,26,12,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Economics,26.6,40,32,14,Poor,Fail
STU_0006,Student 0006,Male,2025_T2,JSS3,Further Mathematics,22.0,40,25,11,Poor,Fail
STU_0007,Student 0007,Male,2024_T1,SS1,Mathematics,30.0,40,27,26,Average,Pass
STU_0007,Student 0007,Male,2024_T1,SS1,Chemistry,29.0,40,28,27,Average,Pass
STU_0007,Student 0007,Male,2024_T1,SS1,Further Mathematics,28.2,40,27,26,Average,Pass
STU_0007,Student 0007,Male,2024_T1,SS1,Economics,30.1,40,32,31,Average,Pass
STU_0007,Student 0007,Male,2024_T1,SS1,Computer Science,31.2,40,35,34,Average,Pass
STU_0007,Student 0007,Male,2024_T1,SS1,Biology,31.0,40,26,25,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,Geography,27.2,40,26,23,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,Physics,30.4,40,34,30,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,English Language,28.9,40,25,22,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,Economics,31.5,40,29,25,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,Literature,30.0,40,34,30,Average,Pass
STU_0007,Student 0007,Male,2024_T2,SS1,Further Mathematics,28.5,40,35,31,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,Chemistry,32.6,40,35,32,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,English Language,33.6,40,34,31,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,Computer Science,32.3,40,26,23,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,Mathematics,31.6,40,34,31,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,Geography,31.2,40,25,22,Average,Pass
STU_0007,Student 0007,Male,2025_T1,SS1,Physics,29.3,40,30,27,Average,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Mathematics,26.7,40,35,33,Good,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Economics,31.0,40,32,30,Good,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Literature,30.0,40,27,25,Good,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Computer Science,28.7,40,31,29,Good,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Chemistry,28.9,40,27,25,Good,Pass
STU_0007,Student 0007,Male,2025_T2,SS1,Physics,30.7,40,33,31,Good,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,Computer Science,30.7,40,29,25,Excellent,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,Biology,33.2,40,32,28,Excellent,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,Geography,30.7,40,28,24,Excellent,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,Economics,32.8,40,32,28,Excellent,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,English Language,31.4,40,34,30,Excellent,Pass
STU_0008,Student 0008,Male,2024_T1,JSS1,Mathematics,29.5,40,34,30,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,Geography,30.3,40,30,25,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,Physics,32.3,40,29,25,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,Literature,33.4,40,34,29,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,English Language,31.7,40,29,25,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,Further Mathematics,31.7,40,33,28,Excellent,Pass
STU_0008,Student 0008,Male,2024_T2,JSS1,Computer Science,32.4,40,25,21,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Economics,31.8,40,32,26,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Literature,30.6,40,25,21,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Chemistry,32.2,40,26,21,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Geography,31.2,40,29,24,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Further Mathematics,31.0,40,28,23,Excellent,Pass
STU_0008,Student 0008,Male,2025_T1,JSS1,Computer Science,30.8,40,31,26,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Literature,34.8,40,30,25,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Further Mathematics,36.2,40,30,25,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Geography,33.6,40,32,27,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Chemistry,36.2,40,29,24,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Computer Science,30.2,40,29,24,Excellent,Pass
STU_0008,Student 0008,Male,2025_T2,JSS1,Biology,27.6,40,29,24,Excellent,Pass
STU_0009,Student 0009,Female,2024_T1,JSS1,Computer Science,24.7,40,28,14,Poor,Fail
STU_0009,Student 0009,Female,2024_T1,JSS1,Further Mathematics,26.9,40,30,15,Poor,Pass
STU_0009,Student 0009,Female,2024_T1,JSS1,Biology,28.1,40,27,14,Poor,Fail
STU_0009,Student 0009,Female,2024_T1,JSS1,Mathematics,24.5,40,29,15,Poor,Fail
STU_0009,Student 0009,Female,2024_T1,JSS1,English Language,23.6,40,25,13,Poor,Pass
STU_0009,Student 0009,Female,2024_T1,JSS1,Physics,28.6,40,33,17,Poor,Pass
STU_0009,Student 0009,Female,2024_T2,JSS1,Physics,22.4,40,29,12,Good,Pass
STU_0009,Student 0009,Female,2024_T2,JSS1,Literature,25.6,40,32,13,Good,Pass
STU_0009,Student 0009,Female,2024_T2,JSS1,English Language,22.7,40,32,13,Good,Fail
STU_0009,Student 0009,Female,2024_T2,JSS1,Economics,25.9,40,32,13,Good,Pass
STU_0009,Student 0009,Female,2024_T2,JSS1,Mathematics,25.0,40,30,12,Good,Pass
STU_0009,Student 0009,Female,2024_T2,JSS1,Biology,23.7,40,27,11,Good,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,English Language,31.1,40,35,15,Poor,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,Computer Science,32.3,40,35,15,Poor,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,Economics,27.8,40,25,11,Poor,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,Chemistry,31.6,40,27,12,Poor,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,Mathematics,34.0,40,27,12,Poor,Pass
STU_0009,Student 0009,Female,2025_T1,JSS1,Biology,33.2,40,34,15,Poor,Pass
STU_0009,Student 0009,Female,2025_T2,JSS1,Further Mathematics,34.9,40,32,13,Poor,Pass
STU_0009,Student 0009,Female,2025_T2,JSS1,Economics,30.3,40,32,13,Poor,Pass
STU_0009,Student 0009,Female,2025_T2,JSS1,Chemistry,32.1,40,29,12,Poor,Pass
STU_0009,Student 0009,Female,2025_T2,JSS1,Computer Science,28.9,40,34,14,Poor,Pass
STU_0009,Student 0009,Female,2025_T2,JSS1,Biology,32.9,40,31,13,Poor,Fail
STU_0009,Student 0009,Female,2025_T2,JSS1,Literature,28.4,40,29,12,Poor,Fail
STU_0010,Student 0010,Male,2024_T1,JSS3,English Language,30.7,40,27,24,Average,Pass
STU_0010,Student 0010,Male,2024_T1,JSS3,Physics,34.3,40,25,22,Average,Pass
STU_0010,Student 0010,Male,2024_T1,JSS3,Chemistry,34.5,40,31,27,Average,Pass
STU_0010,Student 0010,Male,2024_T1,JSS3,Computer Science,27.9,40,32,28,Average,Pass
STU_0010,Student 0010,Male,2024_T1,JSS3,Biology,32.1,40,34,30,Average,Pass
STU_0010,Student 0010,Male,2024_T1,JSS3,Mathematics,27.2,40,32,28,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,Literature,24.7,40,35,31,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,English Language,28.1,40,28,25,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,Chemistry,26.3,40,31,27,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,Physics,27.2,40,26,23,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,Geography,25.4,40,33,29,Average,Pass
STU_0010,Student 0010,Male,2024_T2,JSS3,Biology,26.3,40,28,25,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,English Language,29.3,40,34,34,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,Mathematics,28.4,40,29,29,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,Physics,33.4,40,32,32,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,Economics,28.1,40,26,26,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,Literature,29.3,40,32,32,Average,Pass
STU_0010,Student 0010,Male,2025_T1,JSS3,Biology,30.7,40,29,29,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,Literature,28.7,40,30,30,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,Computer Science,29.3,40,34,34,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,English Language,26.8,40,29,29,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,Biology,33.1,40,25,25,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,Mathematics,31.0,40,26,26,Average,Pass
STU_0010,Student 0010,Male,2025_T2,JSS3,Chemistry,36.0,40,28,28,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Mathematics,39.1,40,29,24,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Physics,36.1,40,27,22,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Literature,37.8,40,34,28,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Biology,38.1,40,31,26,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Geography,40.0,40,35,29,Average,Pass
STU_0011,Student 0011,Male,2024_T1,JSS3,Chemistry,39.3,40,32,27,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,Geography,39.3,40,29,23,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,English Language,40.0,40,35,28,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,Physics,37.1,40,31,25,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,Literature,37.4,40,33,26,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,Chemistry,40.0,40,25,20,Average,Pass
STU_0011,Student 0011,Male,2024_T2,JSS3,Computer Science,36.4,40,32,26,Average,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,Further Mathematics,32.6,40,33,25,Excellent,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,Mathematics,32.7,40,30,23,Excellent,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,Literature,34.0,40,34,26,Excellent,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,Chemistry,34.4,40,32,25,Excellent,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,Computer Science,33.4,40,35,27,Excellent,Pass
STU_0011,Student 0011,Male,2025_T1,JSS3,English Language,32.7,40,32,25,Excellent,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Biology,38.9,40,28,21,Average,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Literature,38.1,40,27,20,Average,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Further Mathematics,34.6,40,29,22,Average,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Mathematics,36.6,40,33,25,Average,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Economics,36.4,40,25,19,Average,Pass
STU_0011,Student 0011,Male,2025_T2,JSS3,Computer Science,34.7,40,33,25,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Literature,30.5,40,28,23,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Biology,31.3,40,32,26,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Further Mathematics,29.9,40,33,27,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Chemistry,28.7,40,27,22,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Economics,28.3,40,31,26,Average,Pass
STU_0012,Student 0012,Male,2024_T1,JSS2,Geography,32.0,40,28,23,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,English Language,34.4,40,25,22,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,Biology,33.8,40,29,26,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,Economics,27.8,40,29,26,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,Physics,33.9,40,34,30,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,Further Mathematics,33.5,40,34,30,Average,Pass
STU_0012,Student 0012,Male,2024_T2,JSS2,Literature,33.0,40,35,31,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,Geography,32.5,40,28,23,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,Computer Science,30.9,40,34,28,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,Economics,29.2,40,31,26,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,Chemistry,31.0,40,28,23,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,Physics,30.8,40,31,26,Average,Pass
STU_0012,Student 0012,Male,2025_T1,JSS2,English Language,31.9,40,25,21,Average,Pass
STU_0012,Student 0012,Male,2025_T2,JSS2,Economics,31.6,40,33,29,Average,Pass
STU_0012,Student 0012,Male,2025_T2,JSS2,Computer Science,25.1,40,34,30,Average,Pass
STU_0012,Student 0012,Male,2025_T2,JSS2,Physics,25.4,40,30,26,Average,Pass
STU_0012,Student 0012,Male,2025_T2,JSS2,Chemistry,29.2,40,26,23,Average,Pass
